id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29906233,BRONX SUNNY CLEAN ROOM,224874182,Norman,Bronx,Parkchester,40.83872,0.0,Shared room,45,7,0,2019-06-23,0.72,1,280
29906273,Adorable Chelsea Studio in best neighborhood!,53443367,Kathryn,Manhattan,Chelsea,40.74333,0.0,Entire home/apt,175,1,8,2019-06-16,1.22,1,0
29906659,Quite spotless private room in Queens,224877731,Liam,Queens,Elmhurst,40.74278,0.0,Private room,63,2,2,2019-06-01,1.15,1,365
29907089,Clean and Cozy 1Bedroom near LGA,174976495,Jorge,Queens,College Point,40.78497,0.0,Private room,45,1,7,2019-01-05,0.88,1,0
29907751,Best Location Sun Filled West Village Townhome,72420514,Cate,Manhattan,West Village,40.73646,0.0,Entire home/apt,165,1,6,2019-06-24,0.76,3,215
29907852,Plantation House,224885898,Thomas,Brooklyn,Bedford-Stuyvesant,40.68135,0.0,Entire home/apt,125,3,10,2019-07-01,1.6,1,361
29908325,"12 minutes from JFK, private room and bath.",212899703,Ms. Debra,Queens,Jamaica,40.67903,0.0,Private room,83,2,2,2019-04-15,0.27,3,322
29909077,Gorgeous Room with private bath in Crown Heights,224892300,Jose,Brooklyn,East Flatbush,40.6614,0.0,Private room,110,2,3,2018-12-31,0.38,1,176
29909672,"Beautiful, comfy full 1BR in the heart of Chelsea",851736,Mj,Manhattan,Chelsea,40.74741,0.0,Entire home/apt,250,7,4,2019-06-23,0.62,1,8
29916697,INQUIRY ONLY FOR HOTEL ROOM TO 2 BEDROOMS NEAR UN,189734742,James,Manhattan,Midtown,40.75284,0.0,Private room,314,2,0,2019-06-23,0.72,2,266
29917467,The Castelo,38092082,Barry,Brooklyn,Bushwick,40.68844,0.0,Private room,60,1,0,2019-06-23,0.72,1,71
29917648,Perfect Studio apartment in heart of Sheepsheadbay,9059810,Vlad,Brooklyn,Midwood,40.61429,0.0,Entire home/apt,88,2,0,2019-06-23,0.72,3,89
29920808,Nice and spacious 1-bedroom apartment in Astoria,182313432,Laura,Queens,Astoria,40.76635,0.0,Entire home/apt,100,5,2,2019-06-11,0.32,1,40
29921529,E. Village 1-Bedroom,224974185,Christine,Manhattan,East Village,40.72867,0.0,Entire home/apt,175,3,8,2019-05-25,1.21,1,66
29921569,Peaceful Williamsburg Garden Duplex,224972774,Lisa And Jorge,Brooklyn,Williamsburg,40.71518,0.0,Entire home/apt,300,3,6,2019-06-05,0.85,1,128
29922910,Private Bedroom in stylish Artists Loft,39243102,Daniela,Brooklyn,Columbia St,40.68784,0.0,Private room,200,1,0,2019-06-23,0.72,1,89
29923182,$250.,1611747,Travis,Manhattan,Lower East Side,40.71341,0.0,Entire home/apt,250,1,1,2018-11-13,0.13,1,0
29923660,Luxury waterfront apartment- 1 stop from Manhattan,30909338,Andrew,Brooklyn,Williamsburg,40.71934,0.0,Entire home/apt,162,5,3,2019-06-04,0.51,1,5
29923760,Lovely BRIGHT apt in Ft. Hamilton Brooklyn,186701037,Gabriela,Brooklyn,Dyker Heights,40.62827,0.0,Shared room,39,5,1,2019-06-01,0.77,2,89
29924001,"Spacious 1-Bedroom in Brooklyn, PLG",94646666,Ben,Brooklyn,Prospect-Lefferts Gardens,40.65897,0.0,Entire home/apt,70,1,7,2019-06-15,0.93,1,0
29926808,Bedroom in Queens,89902143,Jose,Queens,Jackson Heights,40.75398,0.0,Private room,100,7,0,2019-06-23,0.72,2,0
29927091,Designer apartment in historic Brooklyn brownstone,2594243,Rachael,Brooklyn,Prospect Heights,40.67817,0.0,Entire home/apt,200,3,1,2018-12-04,0.14,2,188
29928467,Entire Studio Available in cultural Astoria,16152090,Amna,Queens,Astoria,40.76147,0.0,Entire home/apt,250,3,0,2019-06-23,0.72,2,0
29928630,Punjabi House,225025900,Jas,Queens,Ditmars Steinway,40.77689,0.0,Private room,60,1,3,2019-07-05,2.43,2,363
29929095,"Spacious studio by the LIRR, Q3-Q85 to JFK, trains",206229239,Mamadou,Queens,Jamaica,40.67748,0.0,Entire home/apt,100,1,12,2019-02-17,1.69,1,161
29936213,"Spacious, Sunny, and Boutique Condo for Catlovers",1103289,Berk,Brooklyn,Williamsburg,40.71201,0.0,Entire home/apt,94,6,4,2019-06-02,0.57,1,11
29937451,Barrett ‘s Family home,120245209,Heidi,Brooklyn,Canarsie,40.63642,0.0,Private room,50,1,6,2019-05-24,0.77,2,281
29937893,Industrial duplex with river and Manhattan views,1476599,Margaux,Brooklyn,Williamsburg,40.71545,0.0,Entire home/apt,300,4,2,2019-04-24,0.32,1,28
29937919,Harlem Heights Double Suites,39174150,Keanna,Manhattan,Harlem,40.82528,0.0,Private room,215,2,3,2019-05-06,0.42,3,91
29938457,Cozy 1 bedroom in the heart of Greenwich!,179570454,Derek,Manhattan,Greenwich Village,40.72878,0.0,Entire home/apt,165,7,2,2019-04-22,0.28,1,1
29938894,Sunlit Private Bedroom in Bushwick Apartment,87568094,Victoria,Brooklyn,Bedford-Stuyvesant,40.69342,0.0,Private room,75,7,0,2019-06-23,0.72,1,87
29941633,Yogin's Paradise,3218399,Christian,Brooklyn,Park Slope,40.67534,0.0,Entire home/apt,150,10,1,2019-02-16,0.21,1,264
29942196,#1 Modern Gem 2br apt..(Street parking available),224715959,Ernesto,Queens,Jackson Heights,40.75355,0.0,Entire home/apt,170,2,10,2019-06-28,1.55,1,346
29942679,Cozy 1 Bedroom in Prospect Park South,3429147,Karl,Brooklyn,Flatbush,40.65092,0.0,Entire home/apt,120,3,2,2019-05-04,0.61,1,31
29943061,Sunlit Private 1BR Suite w/Kitchen/Bath @A/C Lines,81325020,Matt & Crutch,Brooklyn,Bedford-Stuyvesant,40.67961,0.0,Entire home/apt,120,3,11,2019-06-30,1.47,3,71
29943391,Cozy tiny bedroom w/large living-room & kitchen.,221940893,Sara,Brooklyn,Kensington,40.6359,0.0,Private room,34,2,24,2019-06-25,3.16,3,204
29943543,Brooklyn Loft with a Musical Soul,61297139,Ed,Brooklyn,Williamsburg,40.70469,0.0,Private room,135,1,14,2019-06-30,1.98,1,355
29943700,Cozy One Bedroom in the Heart of Fort Greene,17871320,Carly,Brooklyn,Fort Greene,40.68701,0.0,Entire home/apt,150,3,16,2019-07-07,2.26,1,66
29943824,"Perfect family retreat for New York City ,Bushwick",23400523,Thomas,Queens,Ridgewood,40.71194,0.0,Entire home/apt,200,3,9,2019-06-22,1.19,1,273
29943909,Cozy and spacious room in the heart of NYC❤️,168184878,Daria,Manhattan,Hell's Kitchen,40.76423,0.0,Private room,145,2,12,2019-06-06,1.59,1,37
29944557,Chic and Stylish apartment in Central Harlem,60152095,Sharon,Manhattan,Harlem,40.81022,0.0,Entire home/apt,132,2,18,2019-06-20,2.32,1,123
29944625,Cozy King Sized Apt In NYC (Harlem),225139503,Tracy,Manhattan,East Harlem,40.8055,0.0,Entire home/apt,250,1,7,2019-07-01,0.9,1,78
29945283,Beautiful spacious bedroom in classic nyc walkup,2315692,Hugo,Queens,Ridgewood,40.70356,0.0,Private room,75,2,2,2019-05-20,0.32,1,52
29945767,Cozy home away from home,9804005,Jean Charles,Brooklyn,Bedford-Stuyvesant,40.68931,0.0,Entire home/apt,95,2,1,2018-12-25,0.15,1,8
29945987,Spacious Apartment near Empire State Building,225150700,Victor,Manhattan,Midtown,40.74563,0.0,Entire home/apt,300,1,14,2019-05-07,1.92,1,5
29946074,Cuarto en Queens,89902143,Jose,Queens,Jackson Heights,40.75457,0.0,Private room,100,7,0,2019-06-23,0.72,2,179
29946107,"Spacious, sun-filled apartment in family townhome",3662048,Daphne,Brooklyn,Carroll Gardens,40.67948,0.0,Entire home/apt,147,6,14,2019-06-21,1.84,1,14
29946757,COZY ONE BEDROOM IN BROOKLYN,4170464,Sonia,Brooklyn,Bedford-Stuyvesant,40.68901,0.0,Private room,125,7,0,2019-06-23,0.72,1,363
29947091,Cozy Private Bedroom in Harlem (WOMEN ONLY),29010692,Josephine,Manhattan,East Harlem,40.79768,0.0,Private room,40,2,2,2019-01-01,0.26,1,0
29948187,MidTown Heights,77103886,Dorah,Manhattan,Hell's Kitchen,40.75922,0.0,Private room,105,1,10,2019-07-01,1.28,1,191
29955067,"CITY LINE, HALF BROOKLYN /QUEENS COZY CORNER",128162460,Winston,Brooklyn,East New York,40.67037,0.0,Private room,90,3,0,2019-06-23,0.72,1,180
29955544,Magnificent Loft with a Skyline view,4538731,Francois,Brooklyn,Greenpoint,40.73039,0.0,Entire home/apt,270,7,2,2019-04-15,0.32,1,20
29956272,"Charming and quiet bedroom in Greenpoint, Brooklyn",46393811,Ondine,Brooklyn,Greenpoint,40.73123,0.0,Private room,80,5,1,2018-12-29,0.16,1,22
29956865,Furnished room in Crown Heights Brooklyn,34514781,Caroline,Brooklyn,Crown Heights,40.67442,0.0,Private room,50,7,1,2018-12-17,0.15,1,0
29957016,Comfy Boerum Hill apartment - great for families,14517154,Jaime,Brooklyn,Boerum Hill,40.68589,0.0,Entire home/apt,300,2,1,2018-12-30,0.16,1,0
29957585,Jewel Street Apartment 2 Bedroom,28071452,Douglas,Brooklyn,Greenpoint,40.72744,0.0,Entire home/apt,195,3,12,2019-06-25,1.71,1,112
29957848,Beautiful UWS Apt. \\ 4 mins from Central Park,74595855,Alon,Manhattan,Upper West Side,40.77951,0.0,Entire home/apt,200,5,3,2019-05-26,0.49,1,0
29959104,Warm Spacious Bedroom in Historical Harlem!!!,225249198,Erica,Manhattan,Harlem,40.81927,0.0,Private room,200,1,8,2019-04-13,1.13,1,0
29959489,NYC COZY 1 BD APT.  W/ ELEVATOR NEAR SUBWAYS R & M,224619132,Adriana,Queens,Woodside,40.75507,0.0,Entire home/apt,80,3,4,2019-02-23,0.61,1,0
29959581,East Harlem Modern & Luxurious Studio,225252724,Fabiola,Manhattan,East Harlem,40.79758,0.0,Entire home/apt,98,1,0,2019-06-23,0.72,1,25
29959810,Brooklyn Home With A View,151901555,Brad,Brooklyn,Williamsburg,40.71365,0.0,Entire home/apt,150,4,2,2019-01-01,0.25,1,1
29960469,For Cat Lovers only: Quiet and Calm above subway.,7230698,Megan,Manhattan,Harlem,40.82687,0.0,Entire home/apt,90,6,3,2019-05-08,0.46,2,108
29962965,Dyckman Delight - Upscale Apartment Uptown,3230788,Nicholas,Manhattan,Inwood,40.86268,0.0,Entire home/apt,200,2,22,2019-06-30,2.83,1,283
29963540,"Bushwick, Prvt Room/Prvt Bath, 20mins to Manhattan",52357574,Mitch,Brooklyn,Bushwick,40.6988,0.0,Private room,85,1,2,2018-12-23,0.27,1,0
29964046,Bohemian Brownstone,70431576,Hypatia,Brooklyn,Bedford-Stuyvesant,40.68515,0.0,Entire home/apt,64,2,7,2019-01-30,0.92,1,6
29964050,"XL 1bed, 2bath duplex, w. yard, 1 block to subway",128230715,Reid,Brooklyn,Bedford-Stuyvesant,40.68012,0.0,Entire home/apt,200,3,1,2019-05-27,0.68,1,11
29964470,2 Bedroom Bushwick Apartment,1093220,Chavisa,Brooklyn,Bushwick,40.70328,0.0,Entire home/apt,100,5,1,2018-12-28,0.16,3,0
29964495,Brooklyn 2 bedroom apartment for pet lovers,4980714,Caitlin,Brooklyn,Sunset Park,40.66006,0.0,Entire home/apt,100,4,1,2019-01-01,0.16,1,0
29964510,"Private&comfortable bedroom.
Williamsburg Brooklyn",225291555,Daniela,Brooklyn,Williamsburg,40.71101,0.0,Private room,105,2,2,2018-12-09,0.28,2,148
29964754,NYC Room and Balcony. Walk to Forest Hills Stadium,22175061,Suket,Queens,Forest Hills,40.72104,0.0,Private room,89,2,13,2019-06-30,1.73,2,24
29965041,Nice room to rent at Midtown Manhattan,7898626,Rémi,Manhattan,Midtown,40.75652,0.0,Private room,100,2,8,2019-05-05,1.09,1,6
29965101,Large Private Space in Ideal Location,20287320,Konah,Brooklyn,Fort Greene,40.69306,0.0,Private room,80,2,14,2019-04-20,1.86,1,189
29965995,LUXURY 3BDRM 1BTH Sleeps 10PPL 25 min to Manhattan,62836981,Youssef,Queens,Astoria,40.77403,0.0,Entire home/apt,299,2,9,2019-06-20,1.6,1,354
29966192,The Cozy Place,221442773,Carlos & Vielca,Bronx,Pelham Bay,40.84391,0.0,Entire home/apt,99,2,8,2019-01-01,1.05,1,360
29966514,ChinitaBhost QUEENS,225307360,Cris,Queens,Woodhaven,40.68706,0.0,Private room,45,2,3,2019-06-07,1.5,1,47
29967433,Dulce hogar,225313172,Luis,Manhattan,Washington Heights,40.83175,0.0,Private room,50,2,9,2019-07-03,1.45,1,170
29967445,Cozy Studio NYC getaway,83650675,Nikki,Manhattan,Harlem,40.81662,0.0,Entire home/apt,75,1,10,2019-06-30,1.42,1,361
29967691,Greenwich Village 1-Bedroom,202183338,Amanda,Manhattan,Greenwich Village,40.72871,0.0,Entire home/apt,250,2,4,2018-12-16,0.55,1,0
29967770,"Cottage in the City - 2 bedroom, 2 bath DUMBO",1126015,Patricia,Brooklyn,DUMBO,40.70321,0.0,Entire home/apt,150,3,3,2019-03-21,0.4,1,7
29968356,Private STUDIO in Central Park | TIMES SQUARE,102287310,Vera,Manhattan,Midtown,40.76477,0.0,Entire home/apt,199,3,7,2019-06-18,1.59,3,358
29968478,Studio in Forest Hills near public transportation.,78110875,Gabriel,Queens,Forest Hills,40.73134,0.0,Entire home/apt,175,2,6,2019-06-30,0.93,1,168
29970723,Habitación privada en Brooklyn.,115193518,Fede,Brooklyn,Bushwick,40.70557,0.0,Private room,42,1,2,2019-01-07,0.32,3,0
29976484,Modern Apartment in the heart of Brooklyn,20857455,Wesley,Brooklyn,East Flatbush,40.65477,0.0,Entire home/apt,150,3,1,2018-12-31,0.16,1,0
29977234,Waterfront Studio View of Manhattan,35468424,Carissa,Manhattan,Greenwich Village,40.72893,0.0,Entire home/apt,89,2,22,2019-07-05,2.83,1,11
29978942,Marcus’s place,43434770,Marcus,Brooklyn,Bedford-Stuyvesant,40.69522,0.0,Private room,50,7,1,2019-04-19,0.37,1,0
29979510,Landmarked 2bdrm near Fort Greene Park w deck,12211018,Bridget,Brooklyn,Clinton Hill,40.69116,0.0,Entire home/apt,170,2,3,2018-12-29,0.39,1,0
29979969,Enormous beautiful apt in the heart Williamsburg,225390764,Manuel,Brooklyn,Williamsburg,40.7213,0.0,Entire home/apt,210,4,3,2019-06-02,0.44,1,4
29981213,Broadway Triangle,83787104,John,Brooklyn,Williamsburg,40.70136,0.0,Private room,65,2,3,2019-02-28,0.59,1,89
29981728,comfy  apto :),38392972,Paula,Brooklyn,Bushwick,40.69869,0.0,Entire home/apt,82,3,3,2019-04-07,0.42,1,26
29981890,MODERN & STYLISH HARLEM APARTMENT,224954032,Christina,Manhattan,East Harlem,40.8074,0.0,Entire home/apt,180,1,17,2019-07-02,2.38,1,334
29982192,Boho chic brooklyn escape,8246221,Rana,Brooklyn,Prospect-Lefferts Gardens,40.66108,0.0,Entire home/apt,105,4,1,2019-01-03,0.16,1,0
29982582,Sunny One-Bedroom Apartment in a Brownstone,32785325,Sam,Brooklyn,Bedford-Stuyvesant,40.68064,0.0,Entire home/apt,125,3,16,2019-06-22,2.21,1,4
29982644,Don’t miss it! Cozy Space is Available in Queens!,129875945,Judit,Queens,Forest Hills,40.71694,0.0,Private room,100,2,3,2019-05-07,0.42,1,161
29982941,Chelsea 1 BR in 4BR Penthouse Apt.,35699609,Lea,Manhattan,Flatiron District,40.74283,0.0,Private room,80,1,0,2019-06-23,0.72,1,0
29983505,Private Bedroom in Bushwick artist house,155923396,Kelly,Brooklyn,Bushwick,40.70113,0.0,Private room,45,3,4,2019-02-16,0.56,3,276
29984118,BEAUTIFUL Brownstone Apt in Historic Ft. Greene,3422235,Julia,Brooklyn,Fort Greene,40.68946,0.0,Entire home/apt,270,3,1,2018-12-08,0.14,1,125
29984938,HUGE 1-Bedroom in Theater District,1428501,Michael,Manhattan,Hell's Kitchen,40.76356,0.0,Entire home/apt,241,3,8,2019-07-05,1.06,2,23
29987700,"Spacious, sunny 1 bedroom on the Lower East Side",11729215,Daniela,Manhattan,Lower East Side,40.71391,0.0,Entire home/apt,225,2,1,2019-01-01,0.16,1,0
29987867,Quietly cool uptown 1BD apartment,3874544,Justine,Manhattan,Harlem,40.82484,0.0,Entire home/apt,115,4,8,2019-06-01,1.06,1,0
29988114,"Cute, quiet studio",96430287,Jay,Manhattan,West Village,40.73678,0.0,Entire home/apt,200,1,0,2019-06-23,0.72,1,87
29989939,Ideally located downtown sanctuary,225456817,Dorsey,Manhattan,Lower East Side,40.71864,0.0,Entire home/apt,160,5,20,2019-07-01,2.7,1,0
29991534,Lovely room,179416315,Elizabeth,Bronx,Norwood,40.87064,0.0,Private room,60,1,9,2019-01-15,1.19,2,310
29994632,"Beautiful Room in Manhattan, UWS",34614008,Kanchan,Manhattan,Harlem,40.82765,0.0,Private room,99,1,0,2019-06-23,0.72,1,89
29994675,Near 5 major trains in 1 subway station!,225489491,Ikwo,Brooklyn,Bedford-Stuyvesant,40.67773,0.0,Private room,40,2,4,2019-06-15,1.67,1,363
29994978,Sunny garden studio minutes from Prospect Park,5794062,Grace,Brooklyn,Park Slope,40.67331,0.0,Entire home/apt,93,3,2,2019-06-23,0.46,1,5
29995144,Home away from home 1,115741895,Damian,Queens,St. Albans,40.70275,0.0,Private room,70,2,3,2019-04-07,0.4,2,105
29995154,"Conveniently-Located, Clean + Chic Rm. Hells Ktchn",4934489,Jessica,Manhattan,Hell's Kitchen,40.75989,0.0,Private room,85,2,1,2018-12-12,0.14,3,0
29995668,Cozy room in friendly & hip Bushwick near subway,8245652,Cazzie,Brooklyn,Bushwick,40.69658,0.0,Private room,60,1,6,2019-03-01,0.79,2,0
29995977,Private room in two floor apartment w/ back yard,2458913,Richard,Brooklyn,Bushwick,40.70183,0.0,Private room,50,1,1,2018-11-13,0.13,1,66
29998656,Cozy room in West Village,64583317,Ji Han,Manhattan,Greenwich Village,40.72863,0.0,Private room,43,5,3,2019-05-27,0.39,1,5
29999267,Private Room in Brownstone Apartment,225513415,Tresanna,Brooklyn,Bedford-Stuyvesant,40.69122,0.0,Private room,65,2,17,2019-06-24,2.48,2,21
30006781,Sunlit double story studio escape in Bed-Stuy!,225558132,Dana,Brooklyn,Bedford-Stuyvesant,40.6916,0.0,Entire home/apt,135,2,5,2019-04-14,0.68,1,45
30006988,Brooklyn Home with Brick Walls and High Ceilings,19909719,Danny,Brooklyn,Greenpoint,40.72203,0.0,Entire home/apt,249,7,0,2019-06-23,0.72,2,0
30007787,SUNNY STUDIO IN CHELSEA,4932419,Andrew,Manhattan,West Village,40.73836,0.0,Entire home/apt,130,8,6,2019-05-26,1.13,1,1
30007850,Large and sunny 2 bedroom,225564897,Yassmina,Manhattan,Harlem,40.82358,0.0,Entire home/apt,300,2,0,2019-06-23,0.72,1,32
30007990,Harlem Brownstone Studio Apartment,225566189,Christian,Manhattan,Harlem,40.81804,0.0,Entire home/apt,100,2,2,2018-12-31,0.27,1,0
30009035,Sweet room on prime location,225571766,Ashraf,Queens,Jackson Heights,40.75068,0.0,Private room,80,2,5,2019-06-07,2.5,1,57
30009546,Cozy Artist’s Apartment Bushwick,19874155,Ciara,Brooklyn,Williamsburg,40.70245,0.0,Private room,75,1,4,2019-01-01,0.53,1,35
30009701,Fast Commute - SUNNY PRIVATE ROOM  in luxury BK,188949327,Criselis,Brooklyn,Bedford-Stuyvesant,40.68986,0.0,Private room,50,1,6,2019-04-29,1.0,1,0
30010913,Minimalist Apartment Greenpoint / Williamsburg,67958710,Felipe,Brooklyn,Greenpoint,40.72424,0.0,Entire home/apt,100,6,0,2019-06-23,0.72,1,0
30012632,Lovely bedroom in prime Williamsburg,87167456,Hernan,Brooklyn,Greenpoint,40.71942,0.0,Private room,75,4,2,2018-12-08,0.26,1,0
30013028,Beautiful boho-chic bedroom with private bathroom,225593905,Elyse,Brooklyn,Bushwick,40.69285,0.0,Private room,79,3,0,2019-06-23,0.72,1,24
30013315,New Bedroom in a nice apartment,19797950,Shepherd,Brooklyn,Gowanus,40.66736,0.0,Private room,53,1,0,2019-06-23,0.72,3,317
30013811,Alexander,224711439,S Xander,Manhattan,Inwood,40.86414,0.0,Private room,50,3,1,2018-12-29,0.16,1,0
30014004,Modern Brooklyn Condo,394891,Ray,Brooklyn,Crown Heights,40.67826,0.0,Entire home/apt,200,4,2,2019-01-03,0.25,1,8
30014743,Cute & quiet 1BR in East Village,4817341,Lauren,Manhattan,East Village,40.7288,0.0,Entire home/apt,200,2,6,2019-06-23,0.95,1,7
30015529,"Quiet, Sun-Filled, 1BR Williamsburg Apt",53444504,Harvey,Brooklyn,Williamsburg,40.71633,0.0,Entire home/apt,200,1,5,2019-06-16,0.66,1,0
30015658,private spacious LES bedroom,220601248,Nora,Manhattan,Lower East Side,40.71752,0.0,Private room,75,2,24,2019-06-23,3.14,2,7
30015731,1 Bedroom Spacious and Cozy UWS Apartment,43043667,Dina,Manhattan,Upper West Side,40.78105,0.0,Entire home/apt,249,2,13,2019-02-28,1.82,1,0
30016740,Cozy Yogi Crash Pad :),224637257,Shep,Brooklyn,Flatbush,40.64491,0.0,Private room,55,2,17,2019-04-28,2.31,2,142
30017676,KOREA FOOD TOWN! Affordable Price! Ideal for 1or2!,162496355,Chanhee,Queens,Flushing,40.76531,0.0,Private room,43,2,6,2019-01-05,0.8,1,0
30018448,A lovely room in a very quiet area waiting for you,173287467,Sonali,Queens,College Point,40.79469,0.0,Private room,50,5,0,2019-06-23,0.72,1,0
30018456,COMFORTABLE PRIVATE ROOM IN FLATBUSH!,72015600,XaXa,Brooklyn,Flatbush,40.64664,0.0,Private room,60,1,3,2019-01-27,0.48,1,0
30018946,Best View in Brooklyn —> Private Modern Penthouse,14482375,Lara & David,Brooklyn,Greenpoint,40.72074,0.0,Entire home/apt,95,3,0,2019-06-23,0.72,3,0
30020090,Large Chic Uptown NYC Apartment,225646557,Mike,Manhattan,Washington Heights,40.83901,0.0,Entire home/apt,199,2,18,2019-07-01,2.56,1,171
30020930,Romantic Upper East Side  studio,183924446,Rose,Manhattan,Upper East Side,40.77064,0.0,Entire home/apt,150,3,11,2019-06-22,1.56,1,49
30021086,"Room in a Cosy Appartment, Midtown, Grand Central",92963604,Barthelemy,Manhattan,Midtown,40.75638,0.0,Private room,100,3,6,2019-04-21,0.85,1,45
30021600,Tasteful Bright Studio Loft in Historic Brownstone,225655167,David,Brooklyn,Bedford-Stuyvesant,40.6887,0.0,Entire home/apt,150,5,3,2019-03-15,0.46,1,24
30021914,Pelham Gardens Entire Home *Newly Built*,153817,Sadio,Bronx,Pelham Gardens,40.86279,0.0,Entire home/apt,87,2,26,2019-06-30,3.42,1,7
30023607,Sunny bedroom with a view in East Village/LES/NYC,29217011,Eb,Manhattan,Lower East Side,40.72122,0.0,Private room,85,4,2,2019-01-04,0.28,1,0
30027892,Stunning Garden Apartment in Prospect Heights,91851098,Matthew,Brooklyn,Prospect Heights,40.67786,0.0,Entire home/apt,110,2,5,2019-04-26,0.89,1,0
30029651,Home away from home.,115741895,Damian,Queens,St. Albans,40.7008,0.0,Private room,70,2,3,2019-05-19,0.4,2,186
30029831,Classic Comfort Private Suite in the Heights,8556404,Chris,Manhattan,Washington Heights,40.85229,0.0,Private room,97,2,0,2019-06-23,0.72,1,365
30033478,Invincible river view Central Park North,225724159,Co,Manhattan,Harlem,40.81857,0.0,Private room,59,1,2,2019-02-03,0.36,1,0
30035973,Astoria's Tranquil Home Away From Home,160493366,Kat,Queens,Ditmars Steinway,40.76992,0.0,Entire home/apt,62,5,3,2019-05-18,0.76,1,6
30036315,Room in Williamburg BK,120939023,Maria Fernanda,Brooklyn,Williamsburg,40.71837,0.0,Private room,99,2,9,2019-06-17,1.16,2,46
30036390,Luxury Living Condo,225620845,Maria,Brooklyn,Sheepshead Bay,40.58403,0.0,Entire home/apt,180,3,4,2019-06-09,0.63,3,156
30036783,Bright and spacious 2 bed apartment,225748084,Kimberley,Brooklyn,Crown Heights,40.67726,0.0,Entire home/apt,140,7,0,2019-06-23,0.72,1,0
30037000,Calm apartment in Brooklyn,3297399,Adero,Brooklyn,East Flatbush,40.64391,0.0,Entire home/apt,57,1,6,2019-01-08,0.8,1,0
30037339,Luxury Living Condo 2 bdr,225620845,Maria,Brooklyn,Sheepshead Bay,40.58496,0.0,Entire home/apt,250,3,4,2019-06-23,0.62,3,360
30037892,Private room | Beautiful apartment in West Village,23020619,Lorenzo,Manhattan,West Village,40.73444,0.0,Private room,190,2,4,2019-04-27,0.53,2,0
30037932,Loft with Room in Exclusive Area near Free Ferry,183625602,Leslie,Staten Island,Tompkinsville,40.62917,0.0,Entire home/apt,120,3,15,2019-07-01,1.92,1,166
30038038,Large Loft Times Square Apartment,39770685,Mike,Manhattan,Hell's Kitchen,40.75551,0.0,Entire home/apt,300,4,8,2019-06-23,1.06,1,7
30038245,Spacious Room In The Heart Of Harlem,6480134,Johanna,Manhattan,Harlem,40.82414,0.0,Private room,60,4,11,2019-06-18,1.53,2,161
30038280,Cozy & clean 1 Bedroom apartment,22749087,Marie,Manhattan,East Village,40.72514,0.0,Entire home/apt,175,3,7,2019-03-30,0.9,1,110
30039638,Airy and Bright 1 bedroom APT in Brooklyn.,75224005,Michael,Brooklyn,Windsor Terrace,40.65696,0.0,Entire home/apt,130,7,1,2019-06-27,1.0,1,11
30040977,Cozy two room studio upper east side NYC,48860816,Christina,Manhattan,Upper East Side,40.77487,0.0,Entire home/apt,123,1,0,2019-06-23,0.72,1,0
30041344,Harlem 5th Avenue Room,19531024,Emmanuel,Manhattan,Harlem,40.80877,0.0,Private room,100,2,0,2019-06-23,0.72,2,0
30041554,Huge Apartment Harlem on 5th av,19531024,Emmanuel,Manhattan,Harlem,40.80945,0.0,Entire home/apt,175,3,1,2019-01-01,0.16,2,46
30043083,Home away from home lodging #1  (1 Bed- 1 guest),225790094,Vena,Brooklyn,East Flatbush,40.65129,0.0,Private room,35,1,10,2019-07-02,1.32,3,83
30043303,Cosy entire apartment in great location,22826759,Fuchsia,Brooklyn,Greenpoint,40.72051,0.0,Entire home/apt,103,3,3,2019-05-19,0.46,1,11
30043754,Spacious bedroom in Midtown East Manhattan,2559403,Belen,Manhattan,Midtown,40.75959,0.0,Private room,100,3,1,2018-12-31,0.16,1,0
30043966,Beautiful Bed-Stuy Brownstone on tree line block.,133723890,Elle,Brooklyn,Bedford-Stuyvesant,40.6871,0.0,Entire home/apt,125,3,20,2019-06-24,2.58,1,339
30045214,room in cozy exposed brick apt with HUGE BALCONY,33235360,Guy,Brooklyn,Williamsburg,40.70903,0.0,Private room,60,2,14,2019-06-26,1.89,2,14
30045461,Boho bungalow in Harlem,67658340,Caitlyn,Manhattan,Harlem,40.81691,0.0,Private room,70,2,17,2019-06-29,2.44,1,27
30046332,Private Room in Heart of Downtown NYC,11718279,Annette,Manhattan,Financial District,40.70815,0.0,Private room,115,2,4,2019-01-01,0.55,1,177
30046359,The Ultimate Dumbo Pad - 1 Large Bedroom~Sleeps 4,26603179,Gal,Brooklyn,DUMBO,40.7034,0.0,Entire home/apt,219,3,16,2019-06-26,2.5,1,332
30046573,Cheery Chelsea Charmer... best location!,3896863,Susanna And Ricki,Manhattan,Chelsea,40.74164,0.0,Entire home/apt,250,3,18,2019-06-21,3.44,1,51
30047100,Big brownstone apartment in prime Williamsburg,22588056,Amy,Brooklyn,Williamsburg,40.71323,0.0,Entire home/apt,90,7,1,2019-01-02,0.16,1,0
30047371,Home away from Home! 25 Mins from Time Square,59240650,Angely,Manhattan,Inwood,40.8597,0.0,Private room,75,2,5,2019-01-05,0.66,1,0
